PROJECT DEF,WBS_element,Sales_Document,SO DATE,CUSTOMER PO NUMBER,Sold-to_party,CUSTOMER NAME,MATERIAL CODE,MATERIAL NAME,NO ITEM,QTY SO,UOM,UNIT PRICE SO,TOTAL PRICE SO,TOTAL PRICE BILLING,SISA PRICE BILLING,STATUS
0,0,1500000134,2023-01-30,POIMST/1022/00013,140002.0,"IMS TRADING, PT",FGM25030000,Bogie Frame Assembly TB 1014,10,4.0,PC,647619200.0,2590476800.0,647619200.0,1942857600.0,
0,0,1500000134,2023-01-30,POIMST/1022/00013,140002.0,"IMS TRADING, PT",FGM25030011,Upper Bolster TB 1014,20,4.0,PC,228571600.0,914286400.0,228571600.0,685714800.0,
0,0,1500000133,2023-01-30,7100000766,140011.0,"REKAINDO GLOBAL JASA, PT",FGB460U03103,CUSTOM COVER SIDE LIGHT,10,4.0,PC,5980000.0,23920000.0,5980000.0,17940000.0,
0,0,1500000133,2023-01-30,7100000766,140011.0,"REKAINDO GLOBAL JASA, PT",FGB460U03103,CUSTOM COVER SIDE LIGHT,20,8.0,PC,11960000.0,95680000.0,11960000.0,83720000.0,
0,0,1100000723,NaT,,,,SERVICE_IMS_AU,Perbaikan Prototype Tram Mover TMII,10,1.0,AU,10282800.0,10282800.0,10282800.0,0.0,
M1-23011,M1-23011.4300004393,1100000722,NaT,,,,SERVICE_IMS_AU,Pekerjaan Re-Painting Wheel SET EXProyek,10,24.0,AU,40209600.0,965030400.0,40209600.0,924820800.0,
M1-23011,M1-23011.4300004393,1100000722,NaT,,,,SERVICE_IMS_AU,Pekerjaan Re-Painting Wheel SET EXProyek,20,24.0,AU,9619200.0,230860800.0,9619200.0,221241600.0,
M1-23011,M1-23011.4300004393,1100000722,NaT,,,,SERVICE_IMS_AU,Pekerjaan Re-Painting Wheel SET EXProyek,30,24.0,AU,18979200.0,455500800.0,18979200.0,436521600.0,
M1-22041,M1-22041.4300004393,1100000722,NaT,,,,SERVICE_IMS_AU,Pekerjaan Re-Painting Wheel SET EXProyek,40,15.0,AU,25131000.0,376965000.0,25131000.0,351834000.0,
M1-22041,M1-22041.4300004393,1100000722,NaT,,,,SERVICE_IMS_AU,Pekerjaan Re-Painting Wheel SET EXProyek,50,15.0,AU,6012000.0,90180000.0,6012000.0,84168000.0,
M1-22041,M1-22041.4300004393,1100000722,NaT,,,,SERVICE_IMS_AU,Pekerjaan Re-Painting Wheel SET EXProyek,60,15.0,AU,11862000.0,177930000.0,11862000.0,166068000.0,
M1-22041,M1-22041.4300004393,1100000722,NaT,,,,SERVICE_IMS_AU,Pengecatan Meja Penyimpanan Piece Part,70,7.0,AU,21236600.0,148656200.0,21236600.0,127419600.0,
M1-22041,M1-22041.4300004393,1100000722,NaT,,,,SERVICE_IMS_AU,Pengecatan Meja Penyimpanan Piece Part,80,7.0,AU,11446400.0,80124800.0,11446400.0,68678400.0,
M1-22041,M1-22041.4300004393,1100000722,NaT,,,,SERVICE_IMS_AU,Pengecatan Meja Penyimpanan Piece Part,90,7.0,AU,37541000.0,262787000.0,37541000.0,225246000.0,
M9-23005,M9-23005.9000000194,1100000718,NaT,,,,SERVICE_IMS_EXT_AU,SERVICE EXTERNAL CUSTOMER AU,10,1.0,AU,421731117.0,421731117.0,421731117.0,0.0,
M9-23005,M9-23005.9000000194,1100000718,NaT,,,,SERVICE_IMS_EXT_AU,SERVICE EXTERNAL CUSTOMER AU,20,1.0,AU,409688405.0,409688405.0,409688405.0,0.0,
M9-23005,M9-23005.9000000194,1100000718,NaT,,,,SERVICE_IMS_EXT_AU,SERVICE EXTERNAL CUSTOMER AU,30,1.0,AU,393886943.0,393886943.0,393886943.0,0.0,
M9-23005,M9-23005.9000000194,1100000718,NaT,,,,SERVICE_IMS_EXT_AU,SERVICE EXTERNAL CUSTOMER AU,40,1.0,AU,450212209.9999999,450212210.0,450212209.9999999,0.0,
M1-23011,M1-23011.9000000268,1100000716,2024-10-28,4300005308,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Supporting Pengujian,10,1.0,AU,13834700.0,13834700.0,13834700.0,0.0,
M0-22001,M0-22001.9000000006,1100000715,2024-10-16,001/PO.SLM/V/2024,30204.0,SALLIMNA. CV,21.0-M41001,MODUL PERTASHOP,10,1.0,UN,230900901.0,230900901.0,230900901.0,0.0,
M0-22001,M0-22001.9000000006,1100000715,2024-10-16,001/PO.SLM/V/2024,30204.0,SALLIMNA. CV,21.0-M41001,MODUL PERTASHOP,10,1.0,UN,230900901.0,230900901.0,230900901.0,0.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB40AE1701P04,Piping Septic Tank K1&K3,250,243.0,SET,3015358812.0,732732191316.0,3015358812.0,729716832504.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB40AE1701P04,Piping Septic Tank K1&K3,260,199.0,SET,2469367916.0,491404215284.0,2469367916.0,488934847368.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB40AE1701P04,Piping Septic Tank K1&K3,100,54.0,SET,670079736.0,36184305744.0,670079736.0,35514226008.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18161,Ducting AC K1&K3,10,54.0,SET,1273446900.0,68766132600.0,1273446900.0,67492685700.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18361,Ducting AC M,20,6.0,SET,141494100.0,848964600.0,141494100.0,707470500.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18461,Ducting AC P1&P2,30,5.0,SET,117911750.0,589558750.0,117911750.0,471647000.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18461,Ducting AC P1&P2,40,1.0,SET,23582350.0,23582350.0,23582350.0,0.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18107,Brake Piping System K1&K3,50,54.0,SET,2207620440.0,119211503760.0,2207620440.0,117003883320.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18307,Brake Piping System M,60,6.0,SET,245291160.0,1471746960.0,245291160.0,1226455800.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18406,Brake Piping System P1,70,5.0,SET,204409300.0,1022046500.0,204409300.0,817637200.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18506,Brake Piping System P2,80,1.0,SET,40881860.0,40881860.0,40881860.0,0.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18106,Water Piping System K1&K3,90,54.0,SET,1301110236.0,70259952744.0,1301110236.0,68958842508.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18161,Ducting AC K1&K3,110,243.0,SET,5730511050.0,1392514185150.0,5730511050.0,1386783674100.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18161,Ducting AC K1&K3,120,199.0,SET,4692887650.0,933884642350.0,4692887650.0,929191754700.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18361,Ducting AC M,130,51.0,SET,1202699850.0,61337692350.0,1202699850.0,60134992500.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18461,Ducting AC P1&P2,140,50.0,SET,1179117500.0,58955875000.0,1179117500.0,57776757500.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18461,Ducting AC P1&P2,150,1.0,SET,23582350.0,23582350.0,23582350.0,0.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18661,Ducting AC B,160,2.0,SET,47164700.0,94329400.0,47164700.0,47164700.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18107,Brake Piping System K1&K3,170,243.0,SET,9934291980.0,2414032951140.0,9934291980.0,2404098659160.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18107,Brake Piping System K1&K3,180,199.0,SET,8135490140.000001,1618962537860.0,8135490140.000001,1610827047720.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18307,Brake Piping System M,190,51.0,SET,2084974860.0,106333717860.0,2084974860.0,104248743000.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18406,Brake Piping System P1,200,50.0,SET,2044093000.0,102204650000.0,2044093000.0,100160557000.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18506,Brake Piping System P2,210,1.0,SET,40881860.0,40881860.0,40881860.0,0.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB561A18601,Brake Piping System B,220,2.0,SET,81763720.0,163527440.0,81763720.0,81763720.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18106,Water Piping System K1&K3,230,243.0,SET,5854996062.0,1422764043066.0,5854996062.0,1416909047004.0,
M1-22041,M1-22041.4500010277,1100000714,2024-10-16,4500010277,140000.0,"INKA (PERSERO), PT",FGB007A18106,Water Piping System K1&K3,240,199.0,SET,4794832166.0,954171601034.0,4794832166.0,949376768868.0,
M1-22001,M1-22001.4500010595,1100000713,2024-10-14,4500010595,140000.0,"INKA (PERSERO), PT",FGB98BE0558,Cross Section Rubber Swing Door,10,1651.68,UN,142374816.0,235157636091.0,142374816.0,235015261275.0,
M1-22001,M1-22001.4500010595,1100000713,2024-10-14,4500010595,140000.0,"INKA (PERSERO), PT",FGB98BE0661,Rubber Swing Door 2,20,1651.68,UN,142374816.0,235157636091.0,142374816.0,235015261275.0,
M1-22001,M1-22001.4500010595,1100000713,2024-10-14,4500010595,140000.0,"INKA (PERSERO), PT",FGB98BE0558,Cross Section Rubber Swing Door,30,3.0,UN,258600.0,775800.0,258600.0,517200.0,
M1-22001,M1-22001.4500010595,1100000713,2024-10-14,4500010595,140000.0,"INKA (PERSERO), PT",FGB98BE0558,Cross Section Rubber Swing Door,40,45.32,UN,3906584.0,177046386.9,3906584.0,173139802.9,
M1-22001,M1-22001.4500010595,1100000713,2024-10-14,4500010595,140000.0,"INKA (PERSERO), PT",FGB98BE0661,Rubber Swing Door 2,50,48.32,UN,4165184.0,201261690.9,4165184.0,197096506.9,
M1-22039,M1-22039.4300004621,1100000710,2024-10-12,4300004621,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Pembuatan Temporary Rain Test,10,1.0,AU,90272070.0,90272070.0,90272070.0,0.0,
M1-22001,M1-22001.4300004666,1100000709,2024-10-12,4300004666,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Program Tukar Bogie LRT Jabo,10,1.0,AU,145034200.0,145034200.0,145034200.0,0.0,
M0-22001,M0-22001.9000000006,1100000708,2024-10-11,001/PO.PP/VIII/2024,30205.0,PT. PANCARMAS PRATAMA,21.0-M41001,MODUL PERTASHOP,10,1.0,UN,123423423.0,123423423.0,123423423.0,0.0,
M0-22001,M0-22001.9000000006,1100000708,2024-10-11,001/PO.PP/VIII/2024,30205.0,PT. PANCARMAS PRATAMA,21.0-M41001,MODUL PERTASHOP,10,1.0,UN,123423423.0,123423423.0,123423423.0,0.0,
0,0,1100000707,2024-10-09,4300004376,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Kalibrasi Alat Uji Timbang Kereta,10,1.0,AU,25501800.0,25501800.0,25501800.0,0.0,
M1-22001,M1-22001.4300004394,1100000706,2024-10-09,4300004394,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Pembuatan Toothwheel,10,1.0,AU,64064800.0,64064800.0,64064800.0,0.0,
M1-22001,M1-22001.4300004394,1100000706,2024-10-09,4300004394,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Pemasangan di Site,20,1.0,AU,7068800.0,7068800.0,7068800.0,0.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 797X1087,10,1.0,PC,358400.0,358400.0,358400.0,0.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 621X1090,20,5.0,PC,1525000.0,7625000.0,1525000.0,6100000.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 361X1087,30,5.0,PC,945500.0,4727500.0,945500.0,3782000.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 395X1087,40,12.0,PC,2427600.0,29131200.0,2427600.0,26703600.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 354X1090,50,85.0,PC,15844000.0,1346740000.0,15844000.0,1330896000.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 795X1087,60,5.0,PC,1788000.0,8940000.0,1788000.0,7152000.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 707X1090,70,25.0,PC,8087500.0,202187500.0,8087500.0,194100000.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 315X1087,80,1.0,PC,171300.0,171300.0,171300.0,0.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 307X1090,90,5.0,PC,840500.0,4202500.0,840500.0,3362000.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 844X1087,100,1.0,PC,376600.0,376600.0,376600.0,0.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 801X1090,110,5.0,PC,1800000.0,9000000.0,1800000.0,7200000.0,
M3-23001,M3-23001.9000000290,1100000705,2024-10-09,POIMST/1123/00038,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER COVER SPEAKER,120,60.0,PC,9126000.0,547560000.0,9126000.0,538434000.0,
M1-23003,M1-23003.4500010780,1100000704,2024-10-09,4500010780,140000.0,"INKA (PERSERO), PT",FGB52TH1222,AIR CONDITIONING SYSTEM,10,2.0,SET,1941926696.0,3883853392.0,1941926696.0,1941926696.0,
M1-23003,M1-23003.4500010780,1100000704,2024-10-09,4500010780,140000.0,"INKA (PERSERO), PT",FGB52TH1222,AIR CONDITIONING SYSTEM,20,10.0,SET,9709633480.0,97096334800.0,9709633480.0,87386701320.0,
M1-23003,M1-23003.4500010780,1100000704,2024-10-09,4500010780,140000.0,"INKA (PERSERO), PT",FGB52TH1222,AIR CONDITIONING SYSTEM,30,12.0,SET,11651560180.0,139818722160.0,11651560180.0,128167161980.0,
M1-23003,M1-23003.4500010780,1100000704,2024-10-09,4500010780,140000.0,"INKA (PERSERO), PT",FGB52TH1222,AIR CONDITIONING SYSTEM,40,36.0,SET,34954680530.0,1258368499080.0,34954680530.0,1223413818550.0,
M1-23003,M1-23003.4500010780,1100000704,2024-10-09,4500010780,140000.0,"INKA (PERSERO), PT",FGB52TH1222,AIR CONDITIONING SYSTEM,50,48.0,SET,46606240700.0,2237099553600.0,46606240700.0,2190493312900.0,
M1-23003,M1-23003.4500010780,1100000704,2024-10-09,4500010780,140000.0,"INKA (PERSERO), PT",FGB52TH1222,AIR CONDITIONING SYSTEM,60,36.0,SET,34954680530.0,1258368499080.0,34954680530.0,1223413818550.0,
M1-23003,M1-23003.4500010780,1100000704,2024-10-09,4500010780,140000.0,"INKA (PERSERO), PT",FGB52TH1222,AIR CONDITIONING SYSTEM,70,36.0,SET,34954680530.0,1258368499080.0,34954680530.0,1223413818550.0,
M1-23003,M1-23003.4500010780,1100000704,2024-10-09,4500010780,140000.0,"INKA (PERSERO), PT",FGB52TH1222,AIR CONDITIONING SYSTEM,80,12.0,SET,11651560180.0,139818722160.0,11651560180.0,128167161980.0,
M1-22014,M1-22014.4300004402,1100000703,2024-10-09,4300004402,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Machining Axle Cap Aksesories,10,1.0,AU,163100.0,163100.0,163100.0,0.0,
M1-22014,M1-22014.4300004402,1100000703,2024-10-09,4300004402,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Machining Axle Cap Aksesories,20,1.0,AU,227500.0,227500.0,227500.0,0.0,
M1-22014,M1-22014.4300004402,1100000703,2024-10-09,4300004402,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Machining Axle Cap Aksesories,30,1.0,AU,9786000.0,9786000.0,9786000.0,0.0,
M1-22001,M1-22001.4300005108,1100000699,2024-08-16,4300005108,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_CAR,Pekerjaan Modifikasi Seal Pintu LRT,10,6.0,CAR,31800000.0,190800000.0,31800000.0,159000000.0,
M1-22001,M1-22001.4300005108,1100000699,2024-08-16,4300005108,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_CAR,Pekerjaan Modifikasi Seal Pintu LRT,20,6.0,CAR,4200000.0,25200000.0,4200000.0,21000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,Roda Solid Gol L-DE (Solid Wheel Gol L-D,90,1125.0,UN,15750000000.0,17718750000000.0,15750000000.0,17703000000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,As Roda Gol L-DE (Axle Shaft Gol L-DE),100,300.0,UN,4350000000.0,1305000000000.0,4350000000.0,1300650000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,Roda Solid Gol O-1 (Solid Wheel Gol O-1),130,300.0,UN,5700000000.0,1710000000000.0,5700000000.0,1704300000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,Roda Gol. GG-2 (Solid Wheel Gol. GG-2),40,224.0,UN,3024000000.0,677376000000.0,3024000000.0,674352000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,Roda Gol. GG-1 (Solid Wheel Gol. GG-1),10,81.0,UN,1093500000.0,88573500000.0,1093500000.0,87480000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,Roda Gol. GG-3 (Solid Wheel Gol. GG-3),60,81.0,UN,1279800000.0,103663800000.0,1279800000.0,102384000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,Roda Solid Gol O (Solid Wheel Gol O),110,51.0,UN,1071000000.0,54621000000.0,1071000000.0,53550000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,As Roda Gol. GG-2 (Axle Shaft Gol. GG-2),50,33.0,UN,561990000.0,18545670000.0,561990000.0,17983680000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,As Roda Gol O (Axle Shaft Gol O),120,33.0,UN,660000000.0,21780000000.0,660000000.0,21120000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,As Roda Gol. GG-3 (Axle Shaft Gol. GG-3),80,25.0,UN,455000000.0,11375000000.0,455000000.0,10920000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,As Roda Gol O-1 (Axle Shaft Gol O-1),140,25.0,UN,512500000.0,12812500000.0,512500000.0,12300000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,As Roda Gol. GG-1 (Axle Shaft Gol. GG-1),20,5.0,UN,120000000.0,600000000.0,120000000.0,480000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,As Roda Gol. GG-1 (Axle Shaft Gol. GG-1),30,5.0,UN,107500000.0,537500000.0,107500000.0,430000000.0,
M9-24004,M9-24004.9000000419,1100000696,2024-07-30,kL.702/VII/40/KA-202,20064.0,"KERETA API INDONESIA, PT",SERVICE_IMS_EXT_UN,As Roda Gol. GG-3 (Axle Shaft Gol. GG-3),70,5.0,UN,120000000.0,600000000.0,120000000.0,480000000.0,
M3-24001,M3-24001.9000000403,1100000695,2024-07-20,POIMST/0624/00003,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING SPEAKER 671A18324000A,60,74.0,PC,12802000.0,947348000.0,12802000.0,934546000.0,
M3-24001,M3-24001.9000000403,1100000695,2024-07-20,POIMST/0624/00003,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 700X1090,10,17.0,PC,6171000.0,104907000.0,6171000.0,98736000.0,
M3-24001,M3-24001.9000000403,1100000695,2024-07-20,POIMST/0624/00003,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 354X1090,20,289.0,PC,60979000.0,17622931000.0,60979000.0,17561952000.0,
M3-24001,M3-24001.9000000403,1100000695,2024-07-20,POIMST/0624/00003,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 707X1090,30,85.0,PC,31195000.0,2651575000.0,31195000.0,2620380000.0,
M3-24001,M3-24001.9000000403,1100000695,2024-07-20,POIMST/0624/00003,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 307X1090,40,17.0,PC,3230000.0,54910000.0,3230000.0,51680000.0,
M3-24001,M3-24001.9000000403,1100000695,2024-07-20,POIMST/0624/00003,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 801X1090,50,17.0,PC,6970000.0,118490000.0,6970000.0,111520000.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 307X1090,40,9.0,PC,1512900.0,13616100.0,1512900.0,12103200.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 801X1090,50,9.0,PC,3240000.0,29160000.0,3240000.0,25920000.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 621X1090,10,9.0,PC,2745000.0,24705000.0,2745000.0,21960000.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 707X1090,30,45.0,PC,14557500.0,655087500.0,14557500.0,640530000.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER COVER SPEAKER 671A18324000A,60,90.0,PC,13689000.0,1232010000.0,13689000.0,1218321000.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 354X1090,20,153.0,PC,28519200.0,4363437600.0,28519200.0,4334918400.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 307X1090,40,9.0,PC,1512900.0,13616100.0,1512900.0,12103200.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 801X1090,50,9.0,PC,3240000.0,29160000.0,3240000.0,25920000.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 621X1090,10,9.0,PC,2745000.0,24705000.0,2745000.0,21960000.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 707X1090,30,45.0,PC,14557500.0,655087500.0,14557500.0,640530000.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER COVER SPEAKER 671A18324000A,60,90.0,PC,13689000.0,1232010000.0,13689000.0,1218321000.0,
M3-24001,M3-24001.9000000338,1100000694,2024-07-19,POIMST/0124/00043,140002.0,"IMS TRADING, PT",SERVICE_IMS_PC,DIFFUSER CEILING 354X1090,20,153.0,PC,28519200.0,4363437600.0,28519200.0,4334918400.0,
M1-23010,M1-23010.4300004430,1100000690,2024-06-10,4300004430,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Pekerjaan pemasangan komponen mekanik,20,1.0,AU,389087000.0,389087000.0,389087000.0,0.0,
M1-23010,M1-23010.4300004430,1100000690,2024-06-10,4300004430,140000.0,"INKA (PERSERO), PT",SERVICE_IMS_AU,Pemasangan Komponen Interior & Eksterior,30,1.0,AU,412249000.0,412249000.0,412249000.0,0.0,
